uf,uf_nome,ano_bim,bimestre,admissoes,desligamentos,saldo,total_movimentacoes,salario_medio,rais_vinculos_ativos,credito_PF_nordeste_real,credito_PJ_nordeste_real,credito_total_nordeste_real,IBCR_NE_ajuste_sazonal,ibc_br,selic_mensal,ipca_mensal,inadimplencia_PF,inadimplencia_PJ,resultado_primario_real,dcl_real,investimento_publico_real,transferencias_federais_real,rais_remuneracao_media_real,credito_PF_brasil,credito_PF_brasil_real,credito_PF_nordeste,credito_PJ_brasil,credito_PJ_brasil_real,credito_PJ_nordeste,credito_total_nordeste,pib_trimestral_indice,resultado_primario_nominal,dcl_nominal,ano,investimento_publico_nominal,transferencias_federais_nominal
PB,Paraíba,2019,4,12015,10145,1870,22160,1273.418817689531,,430292.3944385057,193755.72180898665,238730.7853213272,97.17,96.9505,6.15,0.15,3.46,3.945,,3329543806.389282,633232986.395936,1867462763.400028,,3333007.0,4718059.974571182,303974.0,1921792.0,2720405.3020744035,136876.0,168648.0,170.53,,2352109314.7,2019.0,455063270.42,1319242759.9900002
PB,Paraíba,2019,5,11695,9831,1864,21526,1231.0479884790486,,439868.1832311682,194017.34261597524,243949.4726381481,98.09,98.49866,5.545,0.03,3.535,3.895,,3370475787.8271017,633232986.395936,1782369726.586899,,3380309.0,4782151.253807082,310925.0,1964732.0,2779522.699609679,137143.0,172438.0,172.02,,2382452799.0,2019.0,455063270.42,1259884957.28
PB,Paraíba,2019,6,19052,20101,-1049,39153,1267.0190081363708,,444505.3218394584,196315.2868947209,246514.6360163269,99.16,97.79923,4.745,0.83,3.525,3.785,,3315248227.934815,633232986.395936,3022851284.641486,,3475872.0,4836770.950242965,319437.0,2017046.0,2806774.673550629,141079.0,177154.0,,,2382452799.0,2019.0,455063270.42,2172326175.5699997
PB,Paraíba,2020,1,20791,24805,-4014,45596,1120.6886590259455,,446819.7839604925,191934.4724370452,247697.77650420865,99.54,98.07742,4.295,0.2299999999999999,3.615,3.82,,2792090836.9648647,479565921.02561486,2737932563.5436907,,3484672.0,4826787.826278764,322579.0,2042663.0,2829391.3750246963,138566.0,178824.0,168.1,,2015734088.84,2020.0,360201006.25,1976634831.58
PB,Paraíba,2020,2,14094,23455,-9361,37549,1195.280681033984,,443621.9525478678,198081.09442686825,256122.4929214143,84.65,83.18811,3.8,-0.12,4.005,3.95,,2798814064.145333,479565921.02561486,2081104009.2134168,,3584113.0,4976482.725287858,319501.0,2029785.0,2818323.5262248754,142660.0,184462.0,153.16,,2015734088.84,2020.0,360201006.25,1498832075.89
PB,Paraíba,2020,3,10309,13801,-3492,24110,1231.1629776879602,,443842.37426039984,204067.98409881553,260960.5154641576,88.98,89.62007,2.795,-0.06,3.8,3.88,,1936177247.5544991,479565921.02561486,2648120317.758407,,3623049.0,5036638.457438516,319273.0,2041232.0,2837650.71677312,146794.0,187719.0,,,1392767239.47,2020.0,360201006.25,1904895447.6699996
PB,Paraíba,2020,4,25480,13684,11796,39164,1145.570756022875,,453889.3491993725,207414.81065123947,269869.47215368063,94.1,93.73536,2.045,0.3,3.38,3.455,,1924612941.2511797,479565921.02561486,3109134527.1429415,,3742022.0,5170960.203219046,328462.0,2092254.0,2891207.526044973,150098.0,195294.0,165.3,,1392767239.47,2020.0,360201006.25,2249959261.78
PB,Paraíba,2020,5,26290,22935,3355,49225,1171.6791092087722,,459852.1256811397,215523.47907137917,274825.9935162694,97.06,97.51671,1.9,0.75,3.1,3.155,,1679469163.166644,479565921.02561486,2552398223.964408,,3878657.0,5280276.22803137,337787.0,2159264.0,2939551.078954372,158314.0,201875.0,171.63,,1233663646.5,2020.0,360201006.25,1874878663.66
PB,Paraíba,2020,6,28377,17042,11335,45419,1147.1121270058725,,467057.5583415984,220123.0718712047,278847.765243984,98.7,97.67943,1.9,1.12,2.905,2.9450000000000003,,1642480261.3099058,479565921.02561486,2739573549.8914356,,4020169.0,5352389.404002741,350806.0,2239719.0,2981926.4422823056,165334.0,209442.0,,,1233663646.5,2020.0,360201006.25,2057688226.17
PB,Paraíba,2021,1,25258,25519,-261,50777,1182.0002926383036,888685.0,469274.3048011571,216361.45881267183,279076.4708735104,96.96,98.85452,1.9,0.5549999999999999,2.9,2.92,,168286362.7967454,688025513.2333374,2897010463.863316,,4044845.0,5326009.426173602,356391.0,2270532.0,2989700.4296651175,164316.0,211945.0,173.16,,127805303.87,2021.0,568767565.12,2200138481.19
PB,Paraíba,2021,2,23842,21247,2595,45089,1206.9257127713486,888685.0,475287.48516130954,217296.24007589705,283646.39589454327,96.01,96.45734,2.44,0.62,2.89,2.91,,166220437.23976666,688025513.2333374,2333593051.523765,,4126914.0,5367362.92437966,365444.0,2322034.0,3019980.3535399577,167077.0,218093.0,171.96,,127805303.87,2021.0,568767565.12,1794277370.53
PB,Paraíba,2021,3,24406,18034,6372,42440,1241.2674986067263,888685.0,485101.53514602635,218323.21265090737,288486.57096471294,95.97,96.80299,3.525,0.6799999999999999,2.92,2.94,,-792557360.4351873,688025513.2333374,2591672752.6919737,,4212400.0,5404800.86608651,378079.0,2398138.0,3076977.100796451,170157.0,224841.0,,,-617704279.55,2021.0,568767565.12,2019900931.4000003
PB,Paraíba,2021,4,35326,21324,14002,56650,1185.5026978778992,888685.0,496409.9339121431,221321.6863762557,292868.0650188335,95.2,97.07685,4.58,0.915,2.91,2.97,,-778250379.0273308,688025513.2333374,2478575169.781042,,4344165.0,5473246.939895294,394005.0,2495958.0,3144676.7067105365,175665.0,232452.0,172.18,,-617704279.55,2021.0,568767565.12,1967267258.4799993
PB,Paraíba,2021,5,30513,21098,9415,51611,1250.582735053858,888685.0,504768.7858037332,222801.4803505099,297420.85460737185,98.09,97.47908,5.865,1.205,2.96,3.01,,-492355708.6933209,688025513.2333374,2175342551.576898,,4509925.0,5547587.970152288,410353.0,2602076.0,3200772.8543206337,181127.0,241789.0,174.46,,-400261759.07,2021.0,568767565.12,1768449965.9499998
PB,Paraíba,2021,6,27212,23036,4176,50248,1260.2686515848825,888685.0,515769.1261629741,224873.05997402733,305937.20031152695,98.9,99.13496,8.205,0.84,2.9850000000000003,3.07,,-484187775.6403227,688025513.2333374,2913178040.4054523,,4679575.0,5660778.125436181,426369.0,2708971.0,3276982.1574055287,185895.0,252908.0,,,-400261759.07,2021.0,568767565.12,2408226365.0600014
PB,Paraíba,2022,1,29288,31809,-2521,61097,1266.6388794276334,984804.0,519181.8023899913,221577.73003764043,301486.0303256477,100.89,98.58788,9.82,0.775,3.27,3.26,,-1667653967.5945196,1445003226.6621437,3336401099.1283355,,4723686.0,5626618.757609835,435866.0,2755932.0,3282728.5060643717,186020.0,253105.0,175.72,,-1400036867.42,2022.0,1263637592.85,2800991473.08
PB,Paraíba,2022,2,30755,27471,3284,58226,1294.5575865367323,984804.0,522004.85270114103,221220.1671588334,301545.5579301259,103.59,99.71472,11.4,1.34,3.435,3.465,,-1623855784.066303,1445003226.6621437,2824010475.1421,,4828886.0,5600862.837381575,450056.0,2830339.0,3282815.233636025,190729.0,259983.0,177.74,,-1400036867.42,2022.0,1263637592.85,2434772113.3700004
PB,Paraíba,2022,3,31536,24775,6761,56311,1315.8225815628116,984804.0,532549.5031998834,226310.2596867557,302893.00571104226,99.51,99.54987,12.7,0.5700000000000001,3.5549999999999997,3.635,,-2242190432.2399616,1445003226.6621437,3044345085.35987,,4961785.0,5689963.170945988,464396.0,2914335.0,3342034.936580057,197348.0,264130.0,,,-1955244088.51,2022.0,1263637592.85,2654742276.0999994
PB,Paraíba,2022,4,37373,27316,10057,64689,1335.0609072736747,984804.0,554498.3654316036,236345.9781362815,314772.2253122786,99.82,101.06191,13.365,-0.52,3.685,3.86,,-2265698229.534461,1445003226.6621437,2661530565.0753403,,5068741.0,5873556.952380474,478519.0,3009898.0,3487810.3505103304,203961.0,271641.0,179.56,,-1955244088.51,2022.0,1263637592.85,2296838050.15
PB,Paraíba,2022,5,31059,25995,5064,57054,1406.7101385653514,984804.0,569092.1177493271,240940.2871994916,323231.26298592804,98.69,101.38469,13.65,0.15,3.785,4.055,,-1126429003.042928,1445003226.6621437,2412358519.272508,,5211491.0,6021012.813851935,492578.0,3111431.0,3594742.06525851,208546.0,279773.0,180.3,,-974981251.99,2022.0,1263637592.85,2088018262.1500008
PB,Paraíba,2022,6,26817,26653,164,53470,1371.0142242717234,984804.0,579851.4742669822,247804.50581396284,328026.3288537453,97.98,100.23388,13.65,0.515,3.865,4.17,,-1114917016.581576,1445003226.6621437,3210630273.107699,,5358049.0,6127071.66787569,507073.0,3187782.0,3645313.578797824,216702.0,286855.0,,,-974981251.99,2022.0,1263637592.85,2807656782.339999
PB,Paraíba,2023,1,29528,30737,-1209,60265,1394.5597607775153,,580130.6880459457,241852.53463960593,323947.7556522794,103.24,103.29712,13.65,0.685,4.0600000000000005,4.42,1062591647.5216532,-2493454111.9033647,1637135868.2639408,3421925051.6817336,,5364476.0,6051249.592420545,514290.0,3235889.0,3650155.5776124503,214404.0,287182.0,182.79,941995087.77,-2210464885.99,2023.0,1497813649.94,3033561008.0499997
PB,Paraíba,2023,2,31186,35182,-3996,66368,1334.5841901271478,,580465.8942360395,239002.0743539067,324929.40025736403,105.8,104.36716,13.65,0.6599999999999999,4.105,4.565,979640142.01369,-2460864125.422515,1637135868.2639408,2629229769.043594,,5419040.0,6032903.401791453,521402.0,3282388.0,3654213.611857348,214683.0,291867.0,184.25,879959243.77,-2210464885.99,2023.0,1497813649.94,2361698893.34
PB,Paraíba,2023,3,31843,29198,2645,61041,1426.0122935447312,,583320.3583601906,244108.1275789492,324958.00934049586,102.19,102.39167,13.65,0.075,4.215,4.85,965758000.0829808,-2902203368.9735446,1637135868.2639408,3042970241.95488,,5472241.0,6083017.623888908,524751.0,3310857.0,3680393.7328739646,219598.0,292330.0,,868789283.69,-2610802277.42,2023.0,1497813649.94,2737435192.43
PB,Paraíba,2023,4,40731,28472,12259,69203,1425.4141240352085,,591979.4260006617,248116.79455729207,328882.7513937315,101.02,102.45143,13.42,0.175,4.09,4.88,851788650.1393167,-2892073130.8935757,1637135868.2639408,2397462496.910406,,5551565.0,6149654.498836772,534406.0,3387211.0,3752127.078519192,223986.0,296897.0,184.44,768947273.12,-2610802277.42,2023.0,1497813649.94,2164295390.77
PB,Paraíba,2023,5,34567,26601,7966,61168,1475.465720779648,,598538.308703895,252579.3041097942,335085.64829951053,101.59,102.78063,12.81,0.25,3.905,4.84,750741123.6101037,-215357105.61440417,1637135868.2639408,2475087889.118988,,5644764.0,6221746.596135464,543032.0,3449675.0,3802285.390323423,229156.0,304011.0,185.03,681120068.52,-195385655.48,2023.0,1497813649.94,2245557063.0300007
PB,Paraíba,2023,6,28431,26278,2153,54709,1482.4895162070611,,604430.7816497381,258168.44293527197,340657.34724386915,102.41,104.50538,12.02,0.42,3.725,4.67,310981180.9142219,-213559854.2204383,1637135868.2639408,4180748975.0623536,,5794196.0,6333155.062201124,552993.0,3522206.0,3849831.2378482143,236198.0,311667.0,,284516310.88,-195385655.48,2023.0,1497813649.94,3824962242.420001
PB,Paraíba,2024,1,35106,34783,323,69889,1487.2490911551804,,605634.7431939559,253127.558278924,339417.3394566512,105.25,104.87054,11.4,0.625,3.67,4.595000000000001,944132338.31497,-1655705095.042197,1852009099.3702352,3677282801.9371433,,5802794.0,6264034.033219429,561040.0,3580901.0,3865531.971941359,234489.0,314425.0,186.47,874612979.26,-1533790452.02,2024.0,1776262432.34,3406513193.61
PB,Paraíba,2024,2,37816,36814,1002,74630,1485.7554374515034,,615088.4792009176,257285.21113122985,343670.3992010601,105.88,105.27083,10.825,0.27,3.64,4.51,1120457645.059223,-1646802349.795017,1852009099.3702352,3015970665.9661517,,5915624.0,6351495.728033628,572878.0,3646778.0,3915477.874876263,239629.0,320086.0,189.63,1043566180.3,-1533790452.02,2024.0,1776262432.34,2808999520.56
PB,Paraíba,2024,3,35577,30381,5196,65958,1539.2912625844535,,622449.8332672146,264127.15396949445,347879.262359156,106.01,106.53112,10.43,0.335,3.655,4.485,1196406997.2004466,-2265309148.69402,1852009099.3702352,3493217029.205982,,6040221.0,6442049.254909202,583624.0,3704064.0,3950478.4231133265,247652.0,326180.0,,1121780101.81,-2124008580.19,2024.0,1776262432.34,3275324671.15
PB,Paraíba,2024,4,46849,33446,13403,80295,1513.1688298720117,,638503.4092041657,266865.3516868306,355560.4615247019,106.43,107.075,10.4,0.18,3.72,4.4350000000000005,1081303784.866715,-2257184998.1612377,1852009099.3702352,2812734133.4959006,,6134688.0,6519336.056901,600831.0,3790764.0,4028446.830287419,251120.0,334582.0,191.19,1017505662.46,-2124008580.19,2024.0,1776262432.34,2646779700.47
PB,Paraíba,2024,5,38412,33175,5237,71587,1578.6355021742204,,644680.4793315742,273194.696641856,361497.6937586403,106.56,108.15165,10.575,0.5,3.725,4.4,749436148.6238389,-472094069.3017837,1852009099.3702352,2563054800.285754,,6274641.0,6601882.683934143,612725.0,3877157.0,4079362.574080979,259653.0,343579.0,191.19,712288147.21,-448693341.72,2024.0,1776262432.34,2436009469.580001
PB,Paraíba,2024,6,32838,31004,1834,63842,1572.7054758218003,,654701.0962681653,279854.99287850433,370239.70286457706,107.26,106.90886,11.405,0.455,3.6,4.175,24088448.368152317,-467827352.8521135,1852009099.3702352,3539214043.7307763,,6462746.0,6738342.3648446305,627924.0,3965534.0,4134639.633281547,268409.0,355097.0,,23103237.4,-448693341.72,2024.0,1776262432.34,3394461154.66
PB,Paraíba,2025,1,43229,43424,-195,86653,1546.3064601051406,,659324.2645599832,276545.1133366829,364874.6535477806,106.24,109.04864,12.695,0.735,3.815,4.475,829794025.9854319,-1854107021.7087636,,3875283538.2825623,,6518695.0,6698075.149206426,641667.0,4040708.0,4151899.397041831,269139.0,355103.0,194.02,807571436.23,-1804452458.75,,,3771500149.2
PB,Paraíba,2025,2,40313,39652,661,79965,1618.229668651249,,664173.33840768,277805.74153360457,365725.1455559043,108.55,110.40313,13.86,0.495,4.02,4.68,742518826.6993732,-1835887527.0196185,,2846817032.0424633,,6630471.0,6745979.340235858,652801.0,4116655.0,4188370.566869027,273049.0,359463.0,194.59,729805014.08,-1804452458.75,,,2798072277.02
PB,Paraíba,2025,3,44885,38465,6420,83350,1653.4814673642911,,670286.8572413868,285041.07847278175,366538.5122275519,111.17,108.8466,14.645,0.25,4.265000000000001,4.95,417502998.8566851,-1699376511.8310657,,3597684684.222417,,6703448.0,6786254.044054836,662108.0,4155742.0,4207076.858588078,281563.0,362066.0,,412408616.67,-1678640676.51,,,3553785644.410001
PB,Paraíba,2025,4,50295,39556,10739,89851,219343.90159624888,,683596.3081556401,289199.1266316987,373020.961029983,109.17,108.69252,14.9,0.075,4.665,5.3,176648908.59538388,-1696836110.6164174,,2841824455.8569927,,6772151.0,6845556.958168127,676266.0,4226068.0,4271875.981957824,286098.0,369021.0,194.64,174754675.23,-1678640676.51,,,2811351135.95
PB,Paraíba,2025,5,46602,37784,8818,84386,1686.8485532007658,,693723.11468206,293657.78206604,379001.32743144,110.04,108.60643,14.9,0.285,4.8100000000000005,5.3149999999999995,-535700887.5613929,678855795.5840499,,2645665986.092636,,6919371.0,6954700.89316374,690199.0,4321868.0,4343935.1986959195,292166.0,377076.0,194.92,-532979526.08,675407206.91,,,2632225998.079999
PB,Paraíba,2025,6,35161,33767,1394,68928,1705.6601528831477,,707617.0,303329.0,386092.0,108.68,109.05574,14.9,0.255,4.965,5.3149999999999995,-1443443614.22,675407206.91,,4217680562.030001,,7130222.0,7130222.0,707617.0,4428977.0,4428977.0,303329.0,386092.0,,-1443443614.22,675407206.91,,,4217680562.030001
PE,Pernambuco,2015,1,37382,48042,-10660,85424,1151.4411406630454,,383549.180807768,305374.4696786171,248711.9955311034,102.8,101.08609,11.985,1.23,3.78,4.415,,18291182650.930923,1757206196.4316225,17549857757.393288,,3033503.0,5398083.829970012,215539.0,1433769.0,2551375.507066344,171608.0,139766.0,173.86,,10278898807.96,2015.0,1066479955.64,9862304446.08
PE,Pernambuco,2015,2,39198,59352,-20154,98550,1134.5171588026385,,381879.12643604295,297192.4595310224,245223.54056787063,102.34,99.65606,12.63,1.015,3.71,4.475,,17925612724.205044,1757206196.4316225,14304638837.383036,,3070707.0,5355077.961160497,218977.0,1453221.0,2534306.187401018,170416.0,140616.0,169.75,,10278898807.96,2015.0,1066479955.64,8202561181.930001
PE,Pernambuco,2015,3,73111,86753,-13642,159864,1163.0125930868785,,382916.26661837305,290586.2207566146,242457.18555862745,101.87,97.92509,13.365,0.765,3.76,4.635,,19323851025.121048,1757206196.4316225,15431426734.636372,,3109967.0,5341507.07328451,222944.0,1469882.0,2524587.9135995917,169187.0,141165.0,,,11250858264.63,2015.0,1066479955.64,8984585670.15
PE,Pernambuco,2015,4,38999,40919,-1920,79918,1151.4781651192473,,386035.2429442638,290178.33751299203,240468.32255355536,100.74,97.38494,13.92,0.42,3.835,4.84,,19162623608.622593,1757206196.4316225,12650929404.869572,,3143987.0,5354883.875908807,226651.0,1486592.0,2531984.874891348,170371.0,141185.0,166.95,,11250858264.63,2015.0,1066479955.64,7427678827.129999
PE,Pernambuco,2015,5,87876,78449,9427,166325,1113.072747390307,,383584.5601030859,282952.1081041643,237974.15727586017,99.79,97.2129,14.15,0.6799999999999999,4.015000000000001,4.97,,20525325223.298004,1757206196.4316225,12133979933.236042,,3166774.0,5321092.545440522,228285.0,1496614.0,2514742.6367659713,168395.0,141627.0,165.67,,12215360981.53,2015.0,1066479955.64,7221368890.120001
PE,Pernambuco,2015,6,24046,40077,-16031,64123,1222.107480935078,,383275.8709000191,283722.048971054,238435.86046511072,98.87,95.70125,14.15,0.985,4.215,5.25,,20126874297.8975,1757206196.4316225,37596217765.11192,,3229576.0,5321272.968174295,232617.0,1518662.0,2502252.6326655606,172196.0,144711.0,,,12215360981.53,2015.0,1066479955.64,22817818839.81
PE,Pernambuco,2016,1,55232,84516,-29284,139748,1240.4630031831484,,376267.36491359206,272079.3032488385,230986.51134218535,96.58,95.22152,14.15,1.085,4.3,5.455,,18334508994.299156,1761974697.9938288,21343527996.418472,,3192287.0,5147542.983727597,233345.0,1522813.0,2455526.515529203,168732.0,143248.0,163.3,,11370281879.9,2016.0,1136616873.43,13236347354.94
PE,Pernambuco,2016,2,31775,37030,-5255,68805,1235.1088002325412,,373572.11154157226,263932.082410598,230762.2353080362,95.74,94.43174,14.15,0.52,4.275,5.58,,18145321696.86367,1761974697.9938288,12918942878.70634,,3150823.0,5028256.779275196,234089.0,1526375.0,2435873.2437417707,165386.0,144601.0,163.75,,11370281879.9,2016.0,1136616873.43,8095310988.430001
PE,Pernambuco,2016,3,28933,31810,-2877,60743,1254.5331478524274,,373626.3998721669,256636.4826084246,226725.8568684735,96.01,94.35527,14.15,0.565,4.1850000000000005,5.705,,17496959608.410294,1761974697.9938288,14514781595.162088,,3140231.0,4955224.17188037,236775.0,1536798.0,2425037.7112057707,162636.0,143681.0,,,11088195621.88,2016.0,1136616873.43,9198325957.079998
PE,Pernambuco,2016,4,72157,67165,4992,139322,1233.3967972018136,,373425.62854301714,250092.40776679857,225157.25038362268,95.38,93.79533,14.15,0.48,4.109999999999999,5.73,,17330193238.4994,1761974697.9938288,11605197702.800152,,3125535.0,4885026.145895989,238925.0,1546795.0,2417549.0011601807,160014.0,144060.0,162.86,,11088195621.88,2016.0,1136616873.43,7425231824.5
PE,Pernambuco,2016,5,73525,61353,12172,134878,1204.102976302366,,371343.30792738264,245591.78869888335,223607.23558003287,96.34,93.59054,14.1,0.17,4.18,5.779999999999999,,19710525543.997337,1761974697.9938288,11241900867.817362,,3105525.0,4837294.836645756,238401.0,1547944.0,2411141.9224178772,157669.0,143555.0,162.7,,12654082892.84,2016.0,1136616873.43,7217257862.400001
PE,Pernambuco,2016,6,53972,71843,-17871,125815,1274.2119352179243,,375633.2911733524,241321.53199376888,227431.8092005616,95.69,93.2166,13.775,0.24,4.02,5.68,,19616261560.693584,1761974697.9938288,17673304018.859543,,3117809.0,4833203.429929342,242314.0,1569164.0,2432505.912620576,155672.0,146712.0,,,12654082892.84,2016.0,1136616873.43,11400717376.909998
PE,Pernambuco,2017,1,57270,87522,-30252,144792,1272.1419107504005,2161116.0,374950.6855377529,236252.45663048985,223191.9684132602,96.58,95.10675,12.995,0.355,3.99,5.62,,16330408227.100904,1722415556.4759552,14968078456.261211,,3083038.0,4745548.788717878,243594.0,1575512.0,2425097.927177829,153486.0,145001.0,164.35,,10609367085.08,2017.0,1143845958.48,9724303072.67
PE,Pernambuco,2017,2,29119,32951,-3832,62070,1306.022200741099,2161116.0,374970.81849066325,231954.5276086021,224610.21574568911,97.23,94.9326,11.87,0.195,4.025,5.720000000000001,,16266910342.57865,1722415556.4759552,12542652801.367924,,3082414.0,4726139.813488331,244558.0,1586373.0,2432321.094552167,151282.0,146492.0,165.73,,10609367085.08,2017.0,1143845958.48,8180386132.830001
PE,Pernambuco,2017,3,29991,30186,-195,60177,1296.1108064542932,2161116.0,380794.26888865547,229731.6122280672,224611.51934395035,95.87,95.24586,10.65,0.0399999999999999,3.975,5.734999999999999,,16214616150.943682,1722415556.4759552,14314792676.323025,,3090213.0,4734343.983155378,248553.0,1604318.0,2457886.6474148775,149951.0,146609.0,,,10583645336.7,2017.0,1143845958.48,9343587744.799995
PE,Pernambuco,2017,4,64483,59483,5000,123966,1344.0185607267604,2161116.0,383976.55138256337,225253.61251961865,222370.4590284322,96.69,95.07244,9.58,0.215,3.94,5.605,,16145118519.569084,1722415556.4759552,12077141491.9495,,3063766.0,4673707.745544063,251709.0,1620808.0,2472507.007271372,147661.0,145771.0,166.12,,10583645336.7,2017.0,1143845958.48,7916955337.12
PE,Pernambuco,2017,5,78122,55412,22710,133534,1284.4431981655248,2161116.0,385205.65609676746,215977.00552203463,220956.2369171614,96.25,95.32205,8.18,0.29,3.87,5.395,,19984343069.002,1722415556.4759552,33305812077.908543,,3068523.0,4653940.316256024,253981.0,1636329.0,2481772.991031484,142402.0,145685.0,167.02,,13176450959.83,2017.0,1143845958.48,21959811138.48
PE,Pernambuco,2017,6,30329,30070,259,60399,1364.081176840676,2161116.0,388815.3973360677,218618.12412936104,221757.73957200735,97.45,96.86882,7.2,0.36,3.65,5.075,,19841241684.774067,1722415556.4759552,29082233782.316437,,3105277.0,4675959.531364208,258210.0,1660162.0,2499889.809349912,145183.0,147268.0,,,13176450959.83,2017.0,1143845958.48,19313339019.96
PE,Pernambuco,2018,1,56393,68611,-12218,125004,1326.022702076379,2148616.0,388787.74313355313,211745.4828060655,218401.16186597993,97.91,95.90327,6.8100000000000005,0.305,3.71,5.01,,17449698488.677097,1261669969.948498,4545926806.874128,,3074312.0,4601221.947839811,259769.0,1669009.0,2497951.0348794055,141478.0,145925.0,168.01,,11659037114.11,2018.0,869249725.48,3037366484.7999997
PE,Pernambuco,2018,2,60070,70029,-9959,130099,1330.1630220257082,2148616.0,392761.34383379057,207658.9941881465,220190.62916052892,98.28,96.45372,6.49,0.155,3.63,4.705,,17395737259.61253,1261669969.948498,3858136626.9605417,,3103899.0,4631138.142533976,263238.0,1688992.0,2520041.816320294,139178.0,147577.0,167.85,,11659037114.11,2018.0,869249725.48,2585814987.5299997
PE,Pernambuco,2018,3,58813,58071,742,116884,1342.4644052405947,2148616.0,392456.05605053494,205179.6710414269,222310.9980235777,98.24,96.16264,6.4,0.8300000000000001,3.53,4.495,,19310025103.00936,1261669969.948498,23338064763.75007,,3138842.0,4606573.172903985,267413.0,1706124.0,2503912.286138531,139806.0,151479.0,,,13157528500.99,2018.0,869249725.48,15902167431.11
PE,Pernambuco,2018,4,69896,58444,11452,128340,1316.6145306100511,2148616.0,398616.964995496,202289.3764187903,227462.99630012727,98.51,97.28302,6.4,0.12,3.495,4.25,,19263849078.851883,1261669969.948498,3542141124.843788,,3166304.0,4635764.413444031,272262.0,1731984.0,2535786.1379875233,138167.0,155361.0,169.46,,13157528500.99,2018.0,869249725.48,2419341151.0800004
PE,Pernambuco,2018,5,77150,57066,20084,134216,1289.4801637925043,2148616.0,400277.9892465342,200096.2027600959,227091.34084876577,97.8,97.02722,6.4,0.4649999999999999,3.39,4.09,,20502307336.87078,1261669969.948498,3263101373.435669,,3177146.0,4608677.861250137,275945.0,1759757.0,2552653.5850351094,137943.0,156553.0,169.01,,14133950279.71,2018.0,869249725.48,2249527909.81
PE,Pernambuco,2018,6,55156,68297,-13141,123453,1364.0904183423245,2148616.0,411313.97450429393,202021.11233372148,235610.5005022656,97.6,97.58103,6.4,-0.03,3.275,3.905,,20514680766.57514,1261669969.948498,11328091188.51966,,3265064.0,4739067.586688244,283382.0,1803027.0,2616998.262093406,139186.0,162328.0,,,14133950279.71,2018.0,869249725.48,7804687747.490003
PE,Pernambuco,2019,1,30408,42804,-12396,73212,1312.6021553843632,,411944.5863858567,195394.521892668,233193.57717032975,98.02,96.71471,6.4,0.375,3.32,3.92,,17931458803.668385,899909990.4122038,4941960653.601932,,3247396.0,4678272.006725274,285949.0,1823184.0,2626520.039536112,135632.0,161870.0,169.54,,12447020504.47,2019.0,646706650.03,3430433979.81
PE,Pernambuco,2019,2,31001,30576,425,61577,1360.448966334833,,413655.3585649136,187459.28892554165,233310.7274001357,97.88,96.23963,6.4,0.6599999999999999,3.36,3.87,,17697100525.68191,899909990.4122038,4023289792.6684895,,3272570.0,4652920.773010079,290939.0,1852546.0,2633939.004011138,131847.0,164096.0,170.49,,12447020504.47,2019.0,646706650.03,2829727416.2000003
PE,Pernambuco,2019,3,60464,59016,1448,119480,1403.8162145675924,,421439.65560820786,194656.85031968207,236377.85561245057,98.38,96.96174,6.4,0.07,3.38,3.875,,17950375878.911514,899909990.4122038,14311093234.244602,,3301611.0,4687647.779672036,296829.0,1882338.0,2672555.169670897,137101.0,166486.0,,,12642835221.74,2019.0,646706650.03,10079610300.31
PE,Pernambuco,2019,4,30016,30112,-96,60128,1412.3359998669505,,430292.3944385057,193755.72180898665,238730.7853213272,97.17,96.9505,6.15,0.15,3.46,3.945,,17896648529.328102,899909990.4122038,3571945119.1098213,,3333007.0,4718059.974571182,303974.0,1921792.0,2720405.3020744035,136876.0,168648.0,170.53,,12642835221.74,2019.0,646706650.03,2523350307.0699997
PE,Pernambuco,2019,5,36089,30982,5107,67071,1359.222435926108,,439868.1832311682,194017.34261597524,243949.4726381481,98.09,98.49866,5.545,0.03,3.535,3.895,,18755626959.254578,899909990.4122038,3492406670.3670225,,3380309.0,4782151.253807082,310925.0,1964732.0,2779522.699609679,137143.0,172438.0,172.02,,13257592921.29,2019.0,646706650.03,2468640800.54
PE,Pernambuco,2019,6,57539,59703,-2164,117242,1366.7508671351643,,444505.3218394584,196315.2868947209,246514.6360163269,99.16,97.79923,4.745,0.83,3.525,3.785,,18448303134.24725,899909990.4122038,22106084919.18671,,3475872.0,4836770.950242965,319437.0,2017046.0,2806774.673550629,141079.0,177154.0,,,13257592921.29,2019.0,646706650.03,15886202259.87
PE,Pernambuco,2020,1,61500,65916,-4416,127416,1273.3735697046995,,446819.7839604925,191934.4724370452,247697.77650420865,99.54,98.07742,4.295,0.2299999999999999,3.615,3.82,,19293476824.545845,919118720.9873664,31276272104.628017,,3484672.0,4826787.826278764,322579.0,2042663.0,2829391.3750246963,138566.0,178824.0,168.1,,13928815786.58,2020.0,690348237.12,22579726640.15
PE,Pernambuco,2020,2,40855,91861,-51006,132716,1431.9119829657204,,443621.9525478678,198081.09442686825,256122.4929214143,84.65,83.18811,3.8,-0.12,4.005,3.95,,19339934635.328793,919118720.9873664,4231275930.460425,,3584113.0,4976482.725287858,319501.0,2029785.0,2818323.5262248754,142660.0,184462.0,153.16,,13928815786.58,2020.0,690348237.12,3047407557.9300003
