uf,uf_nome,ano_bim,bimestre,admissoes,desligamentos,saldo,total_movimentacoes,salario_medio,rais_vinculos_ativos,credito_PF_nordeste_real,credito_PJ_nordeste_real,credito_total_nordeste_real,IBCR_NE_ajuste_sazonal,ibc_br,selic_mensal,ipca_mensal,inadimplencia_PF,inadimplencia_PJ,resultado_primario_real,dcl_real,investimento_publico_real,transferencias_federais_real,rais_remuneracao_media_real,credito_PF_brasil,credito_PF_brasil_real,credito_PF_nordeste,credito_PJ_brasil,credito_PJ_brasil_real,credito_PJ_nordeste,credito_total_nordeste,pib_trimestral_indice,resultado_primario_nominal,dcl_nominal,ano,investimento_publico_nominal,transferencias_federais_nominal
PI,Piauí,2022,6,17856,21935,-4079,39791,1439.5938386106936,659395.0,579851.4742669822,247804.50581396284,328026.3288537453,97.98,100.23388,13.65,0.515,3.865,4.17,,7880498526.722473,2627791254.295909,2984859418.834872,,5358049.0,6127071.66787569,507073.0,3187782.0,3645313.578797824,216702.0,286855.0,,,6891399275.12,2022.0,2297971211.29,2610222940.2799997
PI,Piauí,2023,1,20353,19155,1198,39508,1516.4923919608586,,580130.6880459457,241852.53463960593,323947.7556522794,103.24,103.29712,13.65,0.685,4.0600000000000005,4.42,1443422533.223241,5995265898.867013,2206694457.7474966,3697513703.946443,,5364476.0,6051249.592420545,514290.0,3235889.0,3650155.5776124503,214404.0,287182.0,182.79,1279604388.99,5314846055.66,2023.0,2018902122.99,3277872317.37
PI,Piauí,2023,2,23874,20061,3813,43935,1485.8213660435404,,580465.8942360395,239002.0743539067,324929.40025736403,105.8,104.36716,13.65,0.6599999999999999,4.105,4.565,1052394435.2731154,5916906472.21447,2206694457.7474966,2659249774.634993,,5419040.0,6032903.401791453,521402.0,3282388.0,3654213.611857348,214683.0,291867.0,184.25,945310601.0,5314846055.66,2023.0,2018902122.99,2388664286.3300004
PI,Piauí,2023,3,26799,19961,6838,46760,1536.526396027998,,583320.3583601906,244108.1275789492,324958.00934049586,102.19,102.39167,13.65,0.075,4.215,4.85,1515944708.323066,5196361860.4837885,2206694457.7474966,3396704449.51646,,5472241.0,6083017.623888908,524751.0,3310857.0,3680393.7328739646,219598.0,292330.0,,1363733478.93,4674611546.76,2023.0,2018902122.99,3055652063.2999997
PI,Piauí,2023,4,27242,20749,6493,47991,1526.5001452412166,,591979.4260006617,248116.79455729207,328882.7513937315,101.02,102.45143,13.42,0.175,4.09,4.88,1611265882.8785737,5178223785.33746,2206694457.7474966,2889270969.6074867,,5551565.0,6149654.498836772,534406.0,3387211.0,3752127.078519192,223986.0,296897.0,184.44,1454560948.55,4674611546.76,2023.0,2018902122.99,2608272642.5400004
PI,Piauí,2023,5,25027,20346,4681,45373,1567.4587265187429,,598538.308703895,252579.3041097942,335085.64829951053,101.59,102.78063,12.81,0.25,3.905,4.84,1112596782.0979323,7976465090.301827,2206694457.7474966,2322077163.8459,,5644764.0,6221746.596135464,543032.0,3449675.0,3802285.390323423,229156.0,304011.0,185.03,1009418523.41,7236756157.34,2023.0,2018902122.99,2106736006.8699996
PI,Piauí,2023,6,19688,23291,-3603,42979,1512.280267375329,,604430.7816497381,258168.44293527197,340657.34724386915,102.41,104.50538,12.02,0.42,3.725,4.67,-86124288.8569648,7909897920.569649,2206694457.7474966,3370107586.3124766,,5794196.0,6333155.062201124,552993.0,3522206.0,3849831.2378482143,236198.0,311667.0,,-78795008.98,7236756157.34,2023.0,2018902122.99,3083307404.3499994
PI,Piauí,2024,1,23875,22621,1254,46496,1677.1265745619153,,605634.7431939559,253127.558278924,339417.3394566512,105.25,104.87054,11.4,0.625,3.67,4.595000000000001,856887731.6919315,7222109393.969677,3065562087.530374,3629137971.981428,,5802794.0,6264034.033219429,561040.0,3580901.0,3865531.971941359,234489.0,314425.0,186.47,793792460.54,6690323334.2,2024.0,2940181434.28,3361913415.11
PI,Piauí,2024,2,27468,22381,5087,49849,1597.1542386204271,,615088.4792009176,257285.21113122985,343670.3992010601,105.88,105.27083,10.825,0.27,3.64,4.51,595988585.8137453,7183276029.09431,3065562087.530374,3258817189.5026045,,5915624.0,6351495.728033628,572878.0,3646778.0,3915477.874876263,239629.0,320086.0,189.63,555088837.8,6690323334.2,2024.0,2940181434.28,3035180688.66
PI,Piauí,2024,3,25973,20925,5048,46898,1673.424044910896,,622449.8332672146,264127.15396949445,347879.262359156,106.01,106.53112,10.43,0.335,3.655,4.485,198096939.57265735,8926970521.081684,3065562087.530374,3384697034.468402,,6040221.0,6442049.254909202,583624.0,3704064.0,3950478.4231133265,247652.0,326180.0,,185740475.91,8370143206.64,2024.0,2940181434.28,3173573702.5999994
PI,Piauí,2024,4,26368,22588,3780,48956,1648.961830388835,,638503.4092041657,266865.3516868306,355560.4615247019,106.43,107.075,10.4,0.18,3.72,4.4350000000000005,-720025244.5311747,8894955441.65785,3065562087.530374,2923815510.363526,,6134688.0,6519336.056901,600831.0,3790764.0,4028446.830287419,251120.0,334582.0,191.19,-677542956.64,8370143206.64,2024.0,2940181434.28,2751307152.920001
PI,Piauí,2024,5,24203,21897,2306,46100,1661.1142547311747,,644680.4793315742,273194.696641856,361497.6937586403,106.56,108.15165,10.575,0.5,3.725,4.4,-1098522648.232272,11313670204.379717,3065562087.530374,2742633868.9983244,,6274641.0,6601882.683934143,612725.0,3877157.0,4079362.574080979,259653.0,343579.0,191.19,-1044071150.31,10752874948.48,2024.0,2940181434.28,2606687174.899999
PI,Piauí,2024,6,18669,22764,-4095,41433,1629.678237833651,,654701.0962681653,279854.99287850433,370239.70286457706,107.26,106.90886,11.405,0.455,3.6,4.175,-1806907756.581533,11211418924.590153,3065562087.530374,3353148174.634037,,6462746.0,6738342.3648446305,627924.0,3965534.0,4134639.633281547,268409.0,355097.0,,-1733005722.17,10752874948.48,2024.0,2940181434.28,3216005328.8599997
PI,Piauí,2025,1,26760,24732,2028,51492,1798.5545749501655,,659324.2645599832,276545.1133366829,364874.6535477806,106.24,109.04864,12.695,0.735,3.815,4.475,816830031.497163,10873260074.334747,,3736428640.8944654,,6518695.0,6698075.149206426,641667.0,4040708.0,4151899.397041831,269139.0,355103.0,194.02,794954628.54,10582064921.84,,,3636363904.06
PI,Piauí,2025,2,27841,22893,4948,50734,1753.1949132533528,,664173.33840768,277805.74153360457,365725.1455559043,108.55,110.40313,13.86,0.495,4.02,4.68,-198059659.38952324,10766413327.162914,,2934575853.421091,,6630471.0,6745979.340235858,652801.0,4116655.0,4188370.566869027,273049.0,359463.0,194.59,-194668373.8,10582064921.84,,,2884328443.9599996
PI,Piauí,2025,3,29482,23178,6304,52660,1733.8447536758722,,670286.8572413868,285041.07847278175,366538.5122275519,111.17,108.8466,14.645,0.25,4.265000000000001,4.95,-231821869.15012583,11070826642.122593,,3589924961.762042,,6703448.0,6786254.044054836,662108.0,4155742.0,4207076.858588078,281563.0,362066.0,,-228993172.82,10935740134.5,,,3546120606.2799997
PI,Piauí,2025,4,29174,23598,5576,52772,1785.0642712331992,,683596.3081556401,289199.1266316987,373020.961029983,109.17,108.69252,14.9,0.075,4.665,5.3,-443642830.8820261,11054276842.091225,,3001631689.3851576,,6772151.0,6845556.958168127,676266.0,4226068.0,4271875.981957824,286098.0,369021.0,194.64,-438885580.7,10935740134.5,,,2969444731.980001
PI,Piauí,2025,5,29373,24276,5097,53649,1799.1148472845923,,693723.11468206,293657.78206604,379001.32743144,110.04,108.60643,14.9,0.285,4.8100000000000005,5.3149999999999995,-357472042.86676437,13418713294.789606,,3007140325.322189,,6919371.0,6954700.89316374,690199.0,4321868.0,4343935.1986959195,292166.0,377076.0,194.92,-355656084.24,13350546206.89,,,2991864047.009999
PI,Piauí,2025,6,21057,24575,-3518,45632,1767.2917957010457,,707617.0,303329.0,386092.0,108.68,109.05574,14.9,0.255,4.965,5.3149999999999995,-1253028103.22,13350546206.89,,3892498137.1800017,,7130222.0,7130222.0,707617.0,4428977.0,4428977.0,303329.0,386092.0,,-1253028103.22,13350546206.89,,,3892498137.1800017
RN,Rio Grande do Norte,2015,1,13635,17648,-4013,31283,983.9970271393408,853661.0,383549.180807768,305374.4696786171,248711.9955311034,102.8,101.08609,11.985,1.23,3.78,4.415,,543690585.3116076,531614456.44447786,7654585768.541174,,3033503.0,5398083.829970012,215539.0,1433769.0,2551375.507066344,171608.0,139766.0,173.86,,305531939.4,2015.0,322646347.98,4301565078.28
RN,Rio Grande do Norte,2015,2,13597,14942,-1345,28539,1030.281614632608,853661.0,381879.12643604295,297192.4595310224,245223.54056787063,102.34,99.65606,12.63,1.015,3.71,4.475,,532824315.4138654,531614456.44447786,6526991972.962048,,3070707.0,5355077.961160497,218977.0,1453221.0,2534306.187401018,170416.0,140616.0,169.75,,305531939.4,2015.0,322646347.98,3742705537.75
RN,Rio Grande do Norte,2015,3,27613,31206,-3593,58819,1046.2151928836772,853661.0,382916.26661837305,290586.2207566146,242457.18555862745,101.87,97.92509,13.365,0.765,3.76,4.635,,986907117.587913,531614456.44447786,7243496412.599774,,3109967.0,5341507.07328451,222944.0,1469882.0,2524587.9135995917,169187.0,141165.0,,,574603482.81,2015.0,322646347.98,4217355607.46
RN,Rio Grande do Norte,2015,4,14483,14768,-285,29251,1000.6721821476189,853661.0,386035.2429442638,290178.33751299203,240468.32255355536,100.74,97.38494,13.92,0.42,3.835,4.84,,978672915.9949808,531614456.44447786,6000580570.326363,,3143987.0,5354883.875908807,226651.0,1486592.0,2531984.874891348,170371.0,141185.0,166.95,,574603482.81,2015.0,322646347.98,3523091768.7
RN,Rio Grande do Norte,2015,5,26666,24964,1702,51630,1008.4147859460668,853661.0,383584.5601030859,282952.1081041643,237974.15727586017,99.79,97.2129,14.15,0.6799999999999999,4.015000000000001,4.97,,1214266585.8040392,531614456.44447786,5748948081.756797,,3166774.0,5321092.545440522,228285.0,1496614.0,2514742.6367659713,168395.0,141627.0,165.67,,722653819.71,2015.0,322646347.98,3421406253.920001
RN,Rio Grande do Norte,2015,6,9017,13376,-4359,22393,1027.1372750413077,853661.0,383275.8709000191,283722.048971054,238435.86046511072,98.87,95.70125,14.15,0.985,4.215,5.25,,1190694455.3002386,531614456.44447786,15107651789.494762,,3229576.0,5321272.968174295,232617.0,1518662.0,2502252.6326655606,172196.0,144711.0,,,722653819.71,2015.0,322646347.98,9169104822.759998
RN,Rio Grande do Norte,2016,1,21387,28769,-7382,50156,1064.1703768417617,815252.0,376267.36491359206,272079.3032488385,230986.51134218535,96.58,95.22152,14.15,1.085,4.3,5.455,,977061233.8859916,614421515.8622347,7572331959.685879,,3192287.0,5147542.983727597,233345.0,1522813.0,2455526.515529203,168732.0,143248.0,163.3,,605931778.52,2016.0,396351810.91,4696037886.62
RN,Rio Grande do Norte,2016,2,10770,13422,-2652,24192,1070.3754546957673,815252.0,373572.11154157226,263932.082410598,230762.2353080362,95.74,94.43174,14.15,0.52,4.275,5.58,,966979285.4506478,614421515.8622347,4405131829.342513,,3150823.0,5028256.779275196,234089.0,1526375.0,2435873.2437417707,165386.0,144601.0,163.75,,605931778.52,2016.0,396351810.91,2760358369.75
RN,Rio Grande do Norte,2016,3,11297,12460,-1163,23757,1106.7646167445384,815252.0,373626.3998721669,256636.4826084246,226725.8568684735,96.01,94.35527,14.15,0.565,4.1850000000000005,5.705,,609174948.837564,614421515.8622347,6982037917.334099,,3140231.0,4955224.17188037,236775.0,1536798.0,2425037.7112057707,162636.0,143681.0,,,386047127.72,2016.0,396351810.91,4424665999.09
RN,Rio Grande do Norte,2016,4,26081,23842,2239,49923,1096.4579144980444,815252.0,373425.62854301714,250092.40776679857,225157.25038362268,95.38,93.79533,14.15,0.48,4.109999999999999,5.73,,603368803.2481633,614421515.8622347,5382249890.687591,,3125535.0,4885026.145895989,238925.0,1546795.0,2417549.0011601807,160014.0,144060.0,162.86,,386047127.72,2016.0,396351810.91,3443668449.1899996
RN,Rio Grande do Norte,2016,5,23111,21815,1296,44926,1109.7828945635829,815252.0,371343.30792738264,245591.78869888335,223607.23558003287,96.34,93.59054,14.1,0.17,4.18,5.779999999999999,,1664201657.437057,614421515.8622347,5244095302.546927,,3105525.0,4837294.836645756,238401.0,1547944.0,2411141.9224178772,157669.0,143555.0,162.7,,1068411173.34,2016.0,396351810.91,3366689361.3900003
RN,Rio Grande do Norte,2016,6,19609,23750,-4141,43359,1150.0638045183923,815252.0,375633.2911733524,241321.53199376888,227431.8092005616,95.69,93.2166,13.775,0.24,4.02,5.68,,1656242748.5332556,614421515.8622347,9294336729.378206,,3117809.0,4833203.429929342,242314.0,1569164.0,2432505.912620576,155672.0,146712.0,,,1068411173.34,2016.0,396351810.91,5995602528.219999
RN,Rio Grande do Norte,2017,1,22609,26846,-4237,49455,1159.3232840178755,796016.0,374950.6855377529,236252.45663048985,223191.9684132602,96.58,95.10675,12.995,0.355,3.99,5.62,,816656858.30981,573314179.9491189,6809933440.88196,,3083038.0,4745548.788717878,243594.0,1575512.0,2425097.927177829,153486.0,145001.0,164.35,,530556999.67,2017.0,380734547.6,4424205610.45
RN,Rio Grande do Norte,2017,2,11662,12231,-569,23893,1165.2939773155315,796016.0,374970.81849066325,231954.5276086021,224610.21574568911,97.23,94.9326,11.87,0.195,4.025,5.720000000000001,,813481433.53401,573314179.9491189,5824111071.7044,,3082414.0,4726139.813488331,244558.0,1586373.0,2432321.094552167,151282.0,146492.0,165.73,,530556999.67,2017.0,380734547.6,3798516805.1399994
RN,Rio Grande do Norte,2017,3,11730,11932,-202,23662,1186.5831290677036,796016.0,380794.26888865547,229731.6122280672,224611.51934395035,95.87,95.24586,10.65,0.0399999999999999,3.975,5.734999999999999,,894238750.2524139,573314179.9491189,6772876230.291496,,3090213.0,4734343.983155378,248553.0,1604318.0,2457886.6474148775,149951.0,146609.0,,,583689782.78,2017.0,380734547.6,4420808933.34
RN,Rio Grande do Norte,2017,4,25897,21693,4204,47590,1188.253117278822,796016.0,383976.55138256337,225253.61251961865,222370.4590284322,96.69,95.07244,9.58,0.215,3.94,5.605,,890405944.4402143,573314179.9491189,6405990645.542648,,3063766.0,4673707.745544063,251709.0,1620808.0,2472507.007271372,147661.0,145771.0,166.12,,583689782.78,2017.0,380734547.6,4199333249.89
RN,Rio Grande do Norte,2017,5,23123,20624,2499,43747,1137.274689900262,796016.0,385205.65609676746,215977.00552203463,220956.2369171614,96.25,95.32205,8.18,0.29,3.87,5.395,,1826906232.6571045,573314179.9491189,5354206112.27262,,3068523.0,4653940.316256024,253981.0,1636329.0,2481772.991031484,142402.0,145685.0,167.02,,1204549996.95,2017.0,380734547.6,3530235345.9199996
RN,Rio Grande do Norte,2017,6,10380,10517,-137,20897,1176.8789778437097,796016.0,388815.3973360677,218618.12412936104,221757.73957200735,97.45,96.86882,7.2,0.36,3.65,5.075,,1813824351.0138004,573314179.9491189,9159079543.819574,,3105277.0,4675959.531364208,258210.0,1660162.0,2499889.809349912,145183.0,147268.0,,,1204549996.95,2017.0,380734547.6,6082490418.880001
RN,Rio Grande do Norte,2018,1,21162,25371,-4209,46533,1179.879571464719,794769.0,388787.74313355313,211745.4828060655,218401.16186597993,97.91,95.90327,6.8100000000000005,0.305,3.71,5.01,,-1018827116.9053198,997117787.5864102,2797849888.3102427,,3074312.0,4601221.947839811,259769.0,1669009.0,2497951.0348794055,141478.0,145925.0,168.01,,-680730568.3,2018.0,686981844.52,1869386781.02
RN,Rio Grande do Norte,2018,2,22510,23070,-560,45580,1184.1177355717869,794769.0,392761.34383379057,207658.9941881465,220190.62916052892,98.28,96.45372,6.49,0.155,3.63,4.705,,-1015676508.6888973,997117787.5864102,1800597519.0801008,,3103899.0,4631138.142533976,263238.0,1688992.0,2520041.816320294,139178.0,147577.0,167.85,,-680730568.3,2018.0,686981844.52,1206803309.87
RN,Rio Grande do Norte,2018,3,22755,22249,506,45004,1182.3496106514372,794769.0,392456.05605053494,205179.6710414269,222310.9980235777,98.24,96.16264,6.4,0.8300000000000001,3.53,4.495,,-978680993.2171812,997117787.5864102,2182635547.510852,,3138842.0,4606573.172903985,267413.0,1706124.0,2503912.286138531,139806.0,151479.0,,,-666856878.38,2018.0,686981844.52,1487211397.7300005
RN,Rio Grande do Norte,2018,4,27734,22678,5056,50412,1196.349568940168,794769.0,398616.964995496,202289.3764187903,227462.99630012727,98.51,97.28302,6.4,0.12,3.495,4.25,,-976340675.3281991,997117787.5864102,1646518881.9040782,,3166304.0,4635764.413444031,272262.0,1731984.0,2535786.1379875233,138167.0,155361.0,169.46,,-666856878.38,2018.0,686981844.52,1124599711.4800005
RN,Rio Grande do Norte,2018,5,24442,20225,4217,44667,1191.2561644882958,794769.0,400277.9892465342,200096.2027600959,227091.34084876577,97.8,97.02722,6.4,0.4649999999999999,3.39,4.09,,5984245586.143724,997117787.5864102,1690200390.2307348,,3177146.0,4608677.861250137,275945.0,1759757.0,2552653.5850351094,137943.0,156553.0,169.01,,4125439551.09,2018.0,686981844.52,1165196086.7499998
RN,Rio Grande do Norte,2018,6,21817,22399,-582,44216,1173.1455421750095,794769.0,411313.97450429393,202021.11233372148,235610.5005022656,97.6,97.58103,6.4,-0.03,3.275,3.905,,5987857162.191099,997117787.5864102,2257159250.6684494,,3265064.0,4739067.586688244,283382.0,1803027.0,2616998.262093406,139186.0,162328.0,,,4125439551.09,2018.0,686981844.52,1555109581.5399995
RN,Rio Grande do Norte,2019,1,11845,14094,-2249,25939,1185.3990130691236,,411944.5863858567,195394.521892668,233193.57717032975,98.02,96.71471,6.4,0.375,3.32,3.92,,4905659388.986985,672683567.3780675,2421203442.0084805,,3247396.0,4678272.006725274,285949.0,1823184.0,2626520.039536112,135632.0,161870.0,169.54,,3405235662.71,2019.0,483413831.41,1680664647.4299998
RN,Rio Grande do Norte,2019,2,11328,11829,-501,23157,1189.989592779721,,413655.3585649136,187459.28892554165,233310.7274001357,97.88,96.23963,6.4,0.6599999999999999,3.36,3.87,,4841544031.76039,672683567.3780675,1913602790.1072788,,3272570.0,4652920.773010079,290939.0,1852546.0,2633939.004011138,131847.0,164096.0,170.49,,3405235662.71,2019.0,483413831.41,1345907095.4200003
RN,Rio Grande do Norte,2019,3,22686,21945,741,44631,1222.019032537173,,421439.65560820786,194656.85031968207,236377.85561245057,98.38,96.96174,6.4,0.07,3.38,3.875,,5304778195.959765,672683567.3780675,2156330416.4354415,,3301611.0,4687647.779672036,296829.0,1882338.0,2672555.169670897,137101.0,166486.0,,,3736269205.27,2019.0,483413831.41,1518749820.2
RN,Rio Grande do Norte,2019,4,13174,12386,788,25560,1261.1762910798122,,430292.3944385057,193755.72180898665,238730.7853213272,97.17,96.9505,6.15,0.15,3.46,3.945,,5288900440.835339,672683567.3780675,1933901844.8041725,,3333007.0,4718059.974571182,303974.0,1921792.0,2720405.3020744035,136876.0,168648.0,170.53,,3736269205.27,2019.0,483413831.41,1366177713.0400002
RN,Rio Grande do Norte,2019,5,13352,10372,2980,23724,1207.434581015006,,439868.1832311682,194017.34261597524,243949.4726381481,98.09,98.49866,5.545,0.03,3.535,3.895,,4602469378.257009,672683567.3780675,1722391668.9188054,,3380309.0,4782151.253807082,310925.0,1964732.0,2779522.699609679,137143.0,172438.0,172.02,,3253299160.95,2019.0,483413831.41,1217488897.9799998
RN,Rio Grande do Norte,2019,6,21605,23048,-1443,44653,1240.4264300669988,,444505.3218394584,196315.2868947209,246514.6360163269,99.16,97.79923,4.745,0.83,3.525,3.785,,4527054757.520637,672683567.3780675,2729732696.0719604,,3475872.0,4836770.950242965,319437.0,2017046.0,2806774.673550629,141079.0,177154.0,,,3253299160.95,2019.0,483413831.41,1961680952.72
RN,Rio Grande do Norte,2020,1,21989,25781,-3792,47770,1145.0972689099267,,446819.7839604925,191934.4724370452,247697.77650420865,99.54,98.07742,4.295,0.2299999999999999,3.615,3.82,,4510250752.729054,505029644.90521747,2527219793.0322466,,3484672.0,4826787.826278764,322579.0,2042663.0,2829391.3750246963,138566.0,178824.0,168.1,,3256149861.29,2020.0,379326758.44,1824511946.16
RN,Rio Grande do Norte,2020,2,15331,26162,-10831,41493,1203.078847044872,,443621.9525478678,198081.09442686825,256122.4929214143,84.65,83.18811,3.8,-0.12,4.005,3.95,,4521111230.493609,505029644.90521747,2023642638.4276311,,3584113.0,4976482.725287858,319501.0,2029785.0,2818323.5262248754,142660.0,184462.0,153.16,,3256149861.29,2020.0,379326758.44,1457447817.69
RN,Rio Grande do Norte,2020,3,15843,17489,-1646,33332,1225.313964884987,,443842.37426039984,204067.98409881553,260960.5154641576,88.98,89.62007,2.795,-0.06,3.8,3.88,,4207517670.5381527,505029644.90521747,2693244885.7327285,,3623049.0,5036638.457438516,319273.0,2041232.0,2837650.71677312,146794.0,187719.0,,,3026630324.48,2020.0,379326758.44,1937355296.0899997
RN,Rio Grande do Norte,2020,4,24733,17444,7289,42177,1215.9392860219095,,453889.3491993725,207414.81065123947,269869.47215368063,94.1,93.73536,2.045,0.3,3.38,3.455,,4182387211.443981,505029644.90521747,2800533248.3216295,,3742022.0,5170960.203219046,328462.0,2092254.0,2891207.526044973,150098.0,195294.0,165.3,,3026630324.48,2020.0,379326758.44,2026636565.570001
RN,Rio Grande do Norte,2020,5,27875,18763,9112,46638,1200.7612844281207,,459852.1256811397,215523.47907137917,274825.9935162694,97.06,97.51671,1.9,0.75,3.1,3.155,,5440677571.546339,505029644.90521747,2491393210.8794804,,3878657.0,5280276.22803137,337787.0,2159264.0,2939551.078954372,158314.0,201875.0,171.63,,3996480721.14,2020.0,379326758.44,1830067083.58
RN,Rio Grande do Norte,2020,6,25172,21360,3812,46532,1228.8427681032676,,467057.5583415984,220123.0718712047,278847.765243984,98.7,97.67943,1.9,1.12,2.905,2.9450000000000003,,5320851204.297871,505029644.90521747,2485722724.741241,,4020169.0,5352389.404002741,350806.0,2239719.0,2981926.4422823056,165334.0,209442.0,,,3996480721.14,2020.0,379326758.44,1867021377.9899995
RN,Rio Grande do Norte,2021,1,28999,24945,4054,53944,1245.1925217793291,839089.0,469274.3048011571,216361.45881267183,279076.4708735104,96.96,98.85452,1.9,0.5549999999999999,2.9,2.92,,4468971300.64266,383466777.18267447,2607400449.2459507,,4044845.0,5326009.426173602,356391.0,2270532.0,2989700.4296651175,164316.0,211945.0,173.16,,3393966246.42,2021.0,316999095.19,1980193767.27
RN,Rio Grande do Norte,2021,2,27888,25904,1984,53792,1272.5411953770345,839089.0,475287.48516130954,217296.24007589705,283646.39589454327,96.01,96.45734,2.44,0.62,2.89,2.91,,4414109089.171887,383466777.18267447,2074942357.6682732,,4126914.0,5367362.92437966,365444.0,2322034.0,3019980.3535399577,167077.0,218093.0,171.96,,3393966246.42,2021.0,316999095.19,1595403326.68
RN,Rio Grande do Norte,2021,3,28029,20976,7053,49005,1263.052693648027,839089.0,485101.53514602635,218323.21265090737,288486.57096471294,95.97,96.80299,3.525,0.6799999999999999,2.92,2.94,,3979606516.322247,383466777.18267447,2473611747.9152355,,4212400.0,5404800.86608651,378079.0,2398138.0,3076977.100796451,170157.0,224841.0,,,3101630366.17,2021.0,316999095.19,1927886407.86
RN,Rio Grande do Norte,2021,4,35194,23017,12177,58211,1234.981933691221,839089.0,496409.9339121431,221321.6863762557,292868.0650188335,95.2,97.07685,4.58,0.915,2.91,2.97,,3907767985.407155,383466777.18267447,2294370618.2240763,,4344165.0,5473246.939895294,394005.0,2495958.0,3144676.7067105365,175665.0,232452.0,172.18,,3101630366.17,2021.0,316999095.19,1821062460.03
RN,Rio Grande do Norte,2021,5,33616,23345,10271,56961,1257.850366037566,839089.0,504768.7858037332,222801.4803505099,297420.85460737185,98.09,97.47908,5.865,1.205,2.96,3.01,,5197233878.929467,383466777.18267447,2118061658.3774,,4509925.0,5547587.970152288,410353.0,2602076.0,3200772.8543206337,181127.0,241789.0,174.46,,4225103797.82,2021.0,316999095.19,1721883325.8799994
RN,Rio Grande do Norte,2021,6,27818,25631,2187,53449,1295.5631248482923,839089.0,515769.1261629741,224873.05997402733,305937.20031152695,98.9,99.13496,8.205,0.84,2.9850000000000003,3.07,,5111014388.357231,383466777.18267447,2746070487.3477526,,4679575.0,5660778.125436181,426369.0,2708971.0,3276982.1574055287,185895.0,252908.0,,,4225103797.82,2021.0,316999095.19,2270084167.950001
RN,Rio Grande do Norte,2022,1,29573,30414,-841,59987,1336.4229443952802,911347.0,519181.8023899913,221577.73003764043,301486.0303256477,100.89,98.58788,9.82,0.775,3.27,3.26,,4161506970.7558346,807104975.5389186,2933415960.201782,,4723686.0,5626618.757609835,435866.0,2755932.0,3282728.5060643717,186020.0,253105.0,175.72,,3493688316.82,2022.0,705803398.67,2462675454.0
RN,Rio Grande do Norte,2022,2,30314,29753,561,60067,1363.8131695538618,911347.0,522004.85270114103,221220.1671588334,301545.5579301259,103.59,99.71472,11.4,1.34,3.435,3.465,,4052211847.426368,807104975.5389186,2501099029.7260695,,4828886.0,5600862.837381575,450056.0,2830339.0,3282815.233636025,190729.0,259983.0,177.74,,3493688316.82,2022.0,705803398.67,2156368123.9700003
RN,Rio Grande do Norte,2022,3,34147,26899,7248,61046,1385.8040353870008,911347.0,532549.5031998834,226310.2596867557,302893.00571104226,99.51,99.54987,12.7,0.5700000000000001,3.5549999999999997,3.635,,3904022494.2880383,807104975.5389186,3469161239.4246807,,4961785.0,5689963.170945988,464396.0,2914335.0,3342034.936580057,197348.0,264130.0,,,3404401692.92,2022.0,705803398.67,3025192199.53
RN,Rio Grande do Norte,2022,4,38491,29637,8854,68128,1376.4702674871828,911347.0,554498.3654316036,236345.9781362815,314772.2253122786,99.82,101.06191,13.365,-0.52,3.685,3.86,,3944953437.578705,807104975.5389186,2365080292.815237,,5068741.0,5873556.952380474,478519.0,3009898.0,3487810.3505103304,203961.0,271641.0,179.56,,3404401692.92,2022.0,705803398.67,2041008463.13
RN,Rio Grande do Norte,2022,5,33507,27322,6185,60829,1401.671880591252,911347.0,569092.1177493271,240940.2871994916,323231.26298592804,98.69,101.38469,13.65,0.15,3.785,4.055,,4956097433.35318,807104975.5389186,2125128412.09025,,5211491.0,6021012.813851935,492578.0,3111431.0,3594742.06525851,208546.0,279773.0,180.3,,4289752898.32,2022.0,705803398.67,1839406082.64
RN,Rio Grande do Norte,2022,6,28277,29490,-1213,57767,1412.949965517362,911347.0,579851.4742669822,247804.50581396284,328026.3288537453,97.98,100.23388,13.65,0.515,3.865,4.17,,4905446636.5432825,807104975.5389186,2890418392.288398,,5358049.0,6127071.66787569,507073.0,3187782.0,3645313.578797824,216702.0,286855.0,,,4289752898.32,2022.0,705803398.67,2527635421.270001
RN,Rio Grande do Norte,2023,1,30730,30340,390,61070,1437.5271858369297,,580130.6880459457,241852.53463960593,323947.7556522794,103.24,103.29712,13.65,0.685,4.0600000000000005,4.42,115059881.46020174,4131578500.55888,383721433.089249,2883522247.192811,,5364476.0,6051249.592420545,514290.0,3235889.0,3650155.5776124503,214404.0,287182.0,182.79,102001407.02,3662673860.97,2023.0,351066280.69,2556263074.97
RN,Rio Grande do Norte,2023,2,33913,32414,1499,66327,1537.7657088881847,,580465.8942360395,239002.0743539067,324929.40025736403,105.8,104.36716,13.65,0.6599999999999999,4.105,4.565,16228155.059350956,4077577872.7410297,383721433.089249,2344814906.121984,,5419040.0,6032903.401791453,521402.0,3282388.0,3654213.611857348,214683.0,291867.0,184.25,14576898.64,3662673860.97,2023.0,351066280.69,2106223972.54
RN,Rio Grande do Norte,2023,3,35622,31390,4232,67012,1598.2053626848506,,583320.3583601906,244108.1275789492,324958.00934049586,102.19,102.39167,13.65,0.075,4.215,4.85,183961509.67796212,3778805316.165749,383721433.089249,2590129790.7782617,,5472241.0,6083017.623888908,524751.0,3310857.0,3680393.7328739646,219598.0,292330.0,,165490514.4,3399387386.44,2023.0,351066280.69,2330063023.4500003
